,Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels,Segment
27613,DOT,Safety,referred,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27614,NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,2,3
27615,DOT,Trash/Pollution,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27616,NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,5,6
27617,DSNY,Trash/Pollution,followup,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27618,NYPD,Traffic,fixed,"(26.55, 63.33]",01 MANHATTAN,0,1
27619,NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,5,6
27620,DSNY,Commercial,fixed,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27621,NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,5,6
27622,DSNY,Commercial,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27624,DSNY,Commercial,no_violation,"(2677.65, 59476.62]",06 MANHATTAN,4,5
27625,DSNY,Commercial,no_violation,"(2677.65, 59476.62]",06 MANHATTAN,4,5
27626,DSNY,Commercial,no_violation,"(2677.65, 59476.62]",09 MANHATTAN,4,5
27627,DOT,Traffic,fixed,"(2677.65, 59476.62]",05 MANHATTAN,3,4
27628,DOT,Other,fixed,"(2677.65, 59476.62]",04 MANHATTAN,3,4
27629,DCA,Commercial,followup,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27631,DSNY,Commercial,followup,"(63.33, 2677.65]",08 MANHATTAN,6,7
27632,DSNY,Commercial,followup,"(63.33, 2677.65]",08 MANHATTAN,6,7
27634,DOT,Other,fixed,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27635,DOT,Other,fixed,"(2677.65, 59476.62]",01 MANHATTAN,3,4
27636,DOT,Other,fixed,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27637,DOT,Safety,followup,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27638,NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,2,3
27639,DOT,Traffic,referred,"(2677.65, 59476.62]",11 MANHATTAN,3,4
27640,DSNY,Commercial,no_violation,"(63.33, 2677.65]",04 MANHATTAN,2,3
27641,TLC,Traffic,no_violation,"(63.33, 2677.65]",05 MANHATTAN,6,7
27642,DSNY,Commercial,followup,"(2677.65, 59476.62]",10 MANHATTAN,4,5
27643,NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,9,10
27644,NYPD,Traffic,fixed,"(0.069, 26.55]",08 MANHATTAN,6,7
27646,DOT,Other,fixed,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27648,NYPD,Traffic,fixed,"(0.069, 26.55]",04 MANHATTAN,9,10
27649,NYPD,Traffic,no_violation,"(63.33, 2677.65]",11 MANHATTAN,6,7
27650,DOT,Traffic,referred,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27651,DOT,Safety,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27652,TLC,Traffic,no_violation,"(63.33, 2677.65]",05 MANHATTAN,6,7
27653,DOT,Safety,no_violation,"(2677.65, 59476.62]",09 MANHATTAN,4,5
27655,HPD,Energy,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,8,9
27656,TLC,Traffic,no_violation,"(2677.65, 59476.62]",05 MANHATTAN,4,5
27657,DOT,Trash/Pollution,referred,"(2677.65, 59476.62]",07 MANHATTAN,4,5
27658,NYPD,Traffic,no_violation,"(0.069, 26.55]",02 MANHATTAN,5,6
27659,HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",07 MANHATTAN,3,4
27660,HPD,Trash/Pollution,fixed,"(2677.65, 59476.62]",07 MANHATTAN,3,4
27661,DOT,Traffic,referred,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27662,DSNY,Trash/Pollution,duplicated_report,"(2677.65, 59476.62]",01 MANHATTAN,4,5
27663,NYPD,Traffic,fixed,"(26.55, 63.33]",07 MANHATTAN,7,8
27664,DOT,Other,fixed,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27666,DOT,Safety,fixed,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27667,HPD,Safety,fixed,"(2677.65, 59476.62]",09 MANHATTAN,3,4
27668,DCA,Commercial,referred,"(2677.65, 59476.62]",05 MANHATTAN,3,4
27669,DCA,Commercial,referred,"(2677.65, 59476.62]",05 MANHATTAN,3,4
27670,DCA,Commercial,referred,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27671,DCA,Commercial,referred,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27672,DCA,Commercial,referred,"(2677.65, 59476.62]",05 MANHATTAN,3,4
27675,DOT,Safety,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27676,DOT,Safety,referred,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27677,DOT,Safety,referred,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27678,DOT,Safety,referred,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27679,DOT,Safety,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27680,DOT,Safety,no_violation,"(2677.65, 59476.62]",01 MANHATTAN,4,5
27681,NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,6,7
27682,DPR,Safety,fixed,"(63.33, 2677.65]",09 MANHATTAN,0,1
27683,NYPD,Other,no_violation,"(0.069, 26.55]",05 MANHATTAN,5,6
27684,HPD,House,fixed,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27685,DOT,Safety,referred,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27686,NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,1,2
27687,DOHMH,Animals,duplicated_report,"(26.55, 63.33]",11 MANHATTAN,0,1
27688,NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,7,8
27689,DOT,Safety,referred,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27690,DOHMH,Animals,duplicated_report,"(0.069, 26.55]",08 MANHATTAN,5,6
27691,DOT,Trash/Pollution,referred,"(63.33, 2677.65]",05 MANHATTAN,2,3
27692,NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,9,10
27693,NYPD,Traffic,fixed,"(0.069, 26.55]",04 MANHATTAN,9,10
27694,DPR,Other,no_violation,"(0.069, 26.55]",11 MANHATTAN,5,6
27695,NYPD,Safety,fixed,"(26.55, 63.33]",12 MANHATTAN,0,1
27696,NYPD,Trash/Pollution,referred,"(0.069, 26.55]",11 MANHATTAN,5,6
27697,DPR,Other,fixed,"(63.33, 2677.65]",03 MANHATTAN,0,1
27698,NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,0,1
27701,HPD,Energy,fixed,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27702,NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,0,1
27703,DOHMH,Animals,duplicated_report,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27704,DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",08 MANHATTAN,6,7
27705,NYPD,Noise,fixed,"(63.33, 2677.65]",09 MANHATTAN,0,1
27706,NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,6,7
27707,NYPD,Traffic,info_needed,"(63.33, 2677.65]",09 MANHATTAN,6,7
27708,NYPD,Traffic,no_violation,"(26.55, 63.33]",09 MANHATTAN,7,8
27709,NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,6,7
27710,NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,1,2
27711,DCA,Commercial,referred,"(63.33, 2677.65]",05 MANHATTAN,2,3
27712,DCA,Commercial,referred,"(63.33, 2677.65]",05 MANHATTAN,2,3
27713,DCA,Commercial,referred,"(63.33, 2677.65]",05 MANHATTAN,2,3
27714,NYPD,Traffic,no_violation,"(26.55, 63.33]",06 MANHATTAN,7,8
27715,NYPD,Traffic,fixed,"(0.069, 26.55]",06 MANHATTAN,9,10
27718,DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",03 MANHATTAN,2,3
27720,HPD,House,duplicated_report,"(2677.65, 59476.62]",04 MANHATTAN,3,4
27721,HPD,House,fixed,"(2677.65, 59476.62]",04 MANHATTAN,3,4
27722,HPD,House,duplicated_report,"(63.33, 2677.65]",04 MANHATTAN,2,3
27723,HPD,Traffic,no_violation,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27724,HPD,House,duplicated_report,"(63.33, 2677.65]",04 MANHATTAN,2,3
27725,HPD,House,fixed,"(63.33, 2677.65]",04 MANHATTAN,3,4
27726,HPD,Animals,fixed,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27727,HPD,House,fixed,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27728,HPD,House,no_violation,"(2677.65, 59476.62]",06 MANHATTAN,8,9
27729,HPD,House,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,8,9
27730,HPD,House,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,8,9
27731,HPD,House,duplicated_report,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27732,HPD,Animals,fixed,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27733,HPD,Safety,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,8,9
27734,HPD,Energy,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,8,9
27735,HPD,House,fixed,"(2677.65, 59476.62]",03 MANHATTAN,3,4
27736,HPD,House,info_needed,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27737,HPD,House,duplicated_report,"(2677.65, 59476.62]",02 MANHATTAN,3,4
27738,DOT,Safety,no_violation,"(63.33, 2677.65]",09 MANHATTAN,2,3
27739,DCA,Commercial,referred,"(2677.65, 59476.62]",01 MANHATTAN,3,4
27740,DCA,Safety,referred,"(2677.65, 59476.62]",01 MANHATTAN,3,4
27741,DCA,Commercial,referred,"(63.33, 2677.65]",04 MANHATTAN,2,3
27742,DCA,Traffic,info_needed,"(2677.65, 59476.62]",08 MANHATTAN,6,7
27743,DCA,Commercial,referred,"(2677.65, 59476.62]",07 MANHATTAN,3,4
27744,HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27745,NYPD,Noise,fixed,"(63.33, 2677.65]",07 MANHATTAN,0,1
27746,NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,2,3
27747,NYPD,Other,fixed,"(0.069, 26.55]",10 MANHATTAN,0,1
27748,DOT,Safety,referred,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27749,DOT,Traffic,referred,"(2677.65, 59476.62]",08 MANHATTAN,6,7
27750,NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,2,3
27751,NYPD,Traffic,fixed,"(63.33, 2677.65]",04 MANHATTAN,2,3
27752,NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,0,1
27753,DOT,Trash/Pollution,referred,"(63.33, 2677.65]",07 MANHATTAN,2,3
27754,HPD,House,no_violation,"(63.33, 2677.65]",09 MANHATTAN,8,9
27755,HPD,House,duplicated_report,"(63.33, 2677.65]",09 MANHATTAN,3,4
27756,DOT,Traffic,no_violation,"(2677.65, 59476.62]",02 MANHATTAN,4,5
27757,HPD,Animals,fixed,"(2677.65, 59476.62]",06 MANHATTAN,3,4
27758,NYPD,Traffic,no_violation,"(63.33, 2677.65]",01 MANHATTAN,6,7
27759,NYPD,Traffic,fixed,"(26.55, 63.33]",02 MANHATTAN,0,1
27760,NYPD,Traffic,fixed,"(26.55, 63.33]",02 MANHATTAN,0,1
27761,DOT,Safety,referred,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27762,NYPD,Traffic,no_violation,"(63.33, 2677.65]",01 MANHATTAN,6,7
27763,NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,5,6
27764,NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,7,8
27765,NYPD,House,no_violation,"(63.33, 2677.65]",10 MANHATTAN,2,3
27766,NYPD,Noise,no_violation,"(63.33, 2677.65]",11 MANHATTAN,2,3
27767,NYPD,House,no_violation,"(63.33, 2677.65]",11 MANHATTAN,2,3
27768,DOHMH,Other,referred,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27769,NYPD,Safety,no_violation,"(63.33, 2677.65]",11 MANHATTAN,2,3
27770,HPD,House,fixed,"(2677.65, 59476.62]",07 MANHATTAN,3,4
27771,HPD,Energy,fixed,"(2677.65, 59476.62]",07 MANHATTAN,3,4
27772,NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,1,2
27773,NYPD,Traffic,fixed,"(26.55, 63.33]",02 MANHATTAN,0,1
27774,NYPD,Traffic,no_violation,"(26.55, 63.33]",01 MANHATTAN,7,8
27777,NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,7,8
27778,DOHMH,Other,no_violation,"(0.069, 26.55]",06 MANHATTAN,5,6
27779,NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,9,10
27780,NYPD,Commercial,fixed,"(0.069, 26.55]",10 MANHATTAN,0,1
27781,NYPD,Traffic,fixed,"(63.33, 2677.65]",01 MANHATTAN,6,7
27782,NYPD,Commercial,no_violation,"(63.33, 2677.65]",01 MANHATTAN,2,3
27783,NYPD,Personal Issue,fixed,"(26.55, 63.33]",05 MANHATTAN,0,1
27784,NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,2,3
27786,NYPD,Traffic,referred,"(0.069, 26.55]",10 MANHATTAN,0,1
27787,NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,5,6
27788,NYPD,Noise,no_violation,"(26.55, 63.33]",05 MANHATTAN,1,2
27789,NYPD,Energy,no_violation,"(26.55, 63.33]",11 MANHATTAN,1,2
27790,NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,5,6
27791,NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,5,6
27792,NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,7,8
27793,NYPD,Safety,no_violation,"(26.55, 63.33]",04 MANHATTAN,1,2
27794,NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27795,NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,6,7
27796,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27797,NYPD,Traffic,fixed,"(63.33, 2677.65]",04 MANHATTAN,2,3
27798,NYPD,Other,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27799,HPD,House,fixed,"(63.33, 2677.65]",10 MANHATTAN,3,4
27800,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27801,HPD,House,no_violation,"(2677.65, 59476.62]",03 MANHATTAN,8,9
27802,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27803,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27804,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27805,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27806,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27807,HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,3,4
27808,HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,3,4
27809,HPD,House,duplicated_report,"(63.33, 2677.65]",12 MANHATTAN,3,4
27810,HPD,House,fixed,"(63.33, 2677.65]",12 MANHATTAN,3,4
27811,HPD,House,fixed,"(63.33, 2677.65]",12 MANHATTAN,3,4
27812,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27813,HPD,House,no_violation,"(2677.65, 59476.62]",12 MANHATTAN,3,4
27814,HPD,House,no_violation,"(63.33, 2677.65]",12 MANHATTAN,3,4
27815,HPD,House,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27816,HPD,House,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27817,HPD,House,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27818,HPD,House,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27819,HPD,Safety,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27820,HPD,House,no_violation,"(2677.65, 59476.62]",11 MANHATTAN,8,9
27821,HPD,Personal Issue,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27822,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27823,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27824,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27825,HPD,Animals,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27826,HPD,House,fixed,"(63.33, 2677.65]",10 MANHATTAN,3,4
27827,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27828,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27829,HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27830,HPD,House,duplicated_report,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27831,HPD,House,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27832,HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,8,9
27833,HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,8,9
27834,HPD,House,fixed,"(63.33, 2677.65]",10 MANHATTAN,3,4
27835,HPD,House,fixed,"(63.33, 2677.65]",10 MANHATTAN,3,4
27836,HPD,House,no_violation,"(63.33, 2677.65]",10 MANHATTAN,8,9
27837,HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,8,9
27838,HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,8,9
27839,HPD,Other,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27840,HPD,Animals,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27841,HPD,Animals,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27842,HPD,House,no_violation,"(2677.65, 59476.62]",10 MANHATTAN,8,9
27843,HPD,House,fixed,"(2677.65, 59476.62]",01 MANHATTAN,3,4
27846,NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,2,3
27847,NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,2,3
27848,NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,2,3
27849,NYPD,Noise,fixed,"(26.55, 63.33]",01 MANHATTAN,0,1
27850,NYPD,Traffic,fixed,"(63.33, 2677.65]",03 MANHATTAN,6,7
27851,NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,9,10
27852,NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,9,10
27853,NYPD,Other,no_violation,"(26.55, 63.33]",03 MANHATTAN,1,2
27854,NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,9,10
27855,NYPD,Personal Issue,referred,"(26.55, 63.33]",05 MANHATTAN,0,1
27856,DOT,Other,followup,"(2677.65, 59476.62]",04 MANHATTAN,4,5
27857,HPD,House,info_needed,"(2677.65, 59476.62]",08 MANHATTAN,3,4
27858,HPD,House,duplicated_report,"(63.33, 2677.65]",08 MANHATTAN,3,4
27859,HPD,House,no_violation,"(63.33, 2677.65]",08 MANHATTAN,6,7
27860,HPD,House,fixed,"(63.33, 2677.65]",08 MANHATTAN,3,4
27861,HPD,House,fixed,"(63.33, 2677.65]",08 MANHATTAN,3,4
27862,NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,0,1
27863,NYPD,Energy,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27864,HPD,Animals,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27865,HPD,Animals,fixed,"(2677.65, 59476.62]",10 MANHATTAN,3,4
27867,NYPD,Energy,no_violation,"(63.33, 2677.65]",02 MANHATTAN,2,3
27868,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27869,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27870,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27871,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27872,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27873,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27874,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27875,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27876,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27877,NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27878,NYPD,Traffic,no_violation,"(0.069, 26.55]",03 MANHATTAN,5,6
27879,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27880,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27881,NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,0,1
27885,NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,2,3
27886,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27887,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27888,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27889,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27890,NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,6,7
27891,NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27892,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27893,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27894,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27895,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27896,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27897,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27898,NYPD,Traffic,no_violation,"(0.069, 26.55]",03 MANHATTAN,5,6
27899,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27900,NYPD,Traffic,no_violation,"(26.55, 63.33]",01 MANHATTAN,7,8
27901,NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27902,NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,2,3
27903,NYPD,Traffic,no_violation,"(63.33, 2677.65]",10 MANHATTAN,6,7
27904,NYPD,Traffic,no_violation,"(0.069, 26.55]",09 MANHATTAN,5,6
27906,NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,7,8
27907,NYPD,Safety,no_violation,"(63.33, 2677.65]",11 MANHATTAN,2,3
27908,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27909,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27910,NYPD,Safety,no_violation,"(63.33, 2677.65]",11 MANHATTAN,2,3
27911,NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,5,6
27912,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27913,NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,0,1
27914,NYPD,Safety,no_violation,"(63.33, 2677.65]",08 MANHATTAN,6,7
27915,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27916,NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,5,6
27917,NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,5,6
27918,NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27919,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27920,NYPD,Traffic,fixed,"(26.55, 63.33]",08 MANHATTAN,0,1
27921,NYPD,Noise,fixed,"(26.55, 63.33]",08 MANHATTAN,0,1
27922,NYPD,Traffic,no_violation,"(63.33, 2677.65]",03 MANHATTAN,6,7
27923,NYPD,Energy,no_violation,"(63.33, 2677.65]",04 MANHATTAN,2,3
27924,NYPD,Traffic,no_violation,"(26.55, 63.33]",02 MANHATTAN,7,8
27925,NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,7,8
27926,NYPD,Safety,fixed,"(63.33, 2677.65]",10 MANHATTAN,0,1
27927,NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,2,3
27929,NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,5,6
27930,NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,5,6
27931,NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,5,6
27932,DPR,Safety,no_violation,"(26.55, 63.33]",04 MANHATTAN,1,2
27933,NYPD,Safety,no_violation,"(63.33, 2677.65]",10 MANHATTAN,2,3
27934,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27935,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27936,NYPD,Traffic,fixed,"(26.55, 63.33]",01 MANHATTAN,0,1
27937,NYPD,Noise,fixed,"(26.55, 63.33]",02 MANHATTAN,0,1
27938,NYPD,Trash/Pollution,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27939,NYPD,Traffic,no_violation,"(63.33, 2677.65]",07 MANHATTAN,6,7
27940,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27941,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27942,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27943,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27944,NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,0,1
27945,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27946,NYPD,Traffic,fixed,"(26.55, 63.33]",03 MANHATTAN,0,1
27947,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27948,NYPD,Other,fixed,"(26.55, 63.33]",05 MANHATTAN,0,1
27949,NYPD,Safety,no_violation,"(26.55, 63.33]",08 MANHATTAN,1,2
27950,NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,5,6
27951,NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,9,10
27952,NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,1,2
27954,NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,0,1
27955,NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,1,2
27957,NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,1,2
27958,NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,1,2
27959,NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,1,2
27960,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27962,NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,9,10
27963,NYPD,Noise,no_violation,"(63.33, 2677.65]",09 MANHATTAN,2,3
