,Descriptor,Location Type,Cluster Labels,Segment
830,Safety,Street/Sidewalk,7,8
831,Safety,Street/Sidewalk,7,8
832,Safety,Street/Sidewalk,7,8
833,Safety,Street/Sidewalk,7,8
834,Safety,Street/Sidewalk,7,8
835,Safety,Street/Sidewalk,7,8
836,Safety,Street/Sidewalk,7,8
837,Safety,Street/Sidewalk,7,8
840,House,Street/Sidewalk,0,1
841,Animals,Park,4,5
844,Traffic,Street/Sidewalk,1,2
845,Traffic,Street/Sidewalk,1,2
850,Commercial,Taxi,0,1
855,Traffic,Street/Sidewalk,1,2
856,Traffic,Street/Sidewalk,1,2
857,Traffic,Street/Sidewalk,1,2
861,Noise,Residential Building/House,5,6
862,Traffic,Street/Sidewalk,1,2
863,Traffic,Street/Sidewalk,1,2
864,Traffic,Street/Sidewalk,1,2
865,Traffic,Street/Sidewalk,1,2
866,Traffic,Street/Sidewalk,1,2
867,Traffic,Street/Sidewalk,1,2
868,Traffic,Street/Sidewalk,1,2
869,Traffic,Residential Building/House,0,1
870,Noise,Street/Sidewalk,6,7
871,Other,Store/Commercial,3,4
872,Commercial,Store/Commercial,3,4
873,Traffic,Street/Sidewalk,1,2
874,Traffic,Street/Sidewalk,1,2
875,Traffic,Street/Sidewalk,1,2
876,Traffic,Street/Sidewalk,1,2
877,Traffic,Street/Sidewalk,1,2
878,Safety,Street/Sidewalk,7,8
879,Traffic,Street/Sidewalk,1,2
880,Traffic,Residential Building/House,0,1
881,Traffic,Street/Sidewalk,1,2
883,Traffic,Street/Sidewalk,1,2
884,Traffic,Street/Sidewalk,1,2
885,Other,Taxi,0,1
887,Traffic,Street/Sidewalk,1,2
888,Traffic,Street/Sidewalk,1,2
889,Traffic,Street/Sidewalk,1,2
891,Trash/Pollution,Street/Sidewalk,2,3
892,Trash/Pollution,Street/Sidewalk,2,3
894,Trash/Pollution,Street/Sidewalk,2,3
895,Traffic,Street/Sidewalk,1,2
896,Traffic,Street/Sidewalk,1,2
897,Traffic,Street/Sidewalk,1,2
898,Commercial,Store/Commercial,3,4
899,Commercial,Store/Commercial,3,4
900,Commercial,Store/Commercial,3,4
901,Traffic,Street/Sidewalk,1,2
902,Other,Taxi,0,1
903,Traffic,Street/Sidewalk,1,2
906,Noise,Street/Sidewalk,6,7
907,Noise,Residential Building/House,5,6
908,Trash/Pollution,Street/Sidewalk,2,3
909,Trash/Pollution,Street/Sidewalk,2,3
910,Safety,Street/Sidewalk,7,8
911,Traffic,Residential Building/House,0,1
913,Commercial,Store/Commercial,3,4
914,Traffic,Street/Sidewalk,1,2
915,Other,Park,0,1
916,Noise,Residential Building/House,5,6
917,Traffic,Residential Building/House,0,1
918,Traffic,Residential Building/House,0,1
919,Traffic,Street/Sidewalk,1,2
921,Traffic,Residential Building/House,0,1
922,Commercial,Store/Commercial,3,4
924,Traffic,Street/Sidewalk,1,2
925,Traffic,Residential Building/House,0,1
926,Traffic,Residential Building/House,0,1
927,Traffic,Street/Sidewalk,1,2
928,Commercial,Taxi,0,1
929,Noise,Residential Building/House,5,6
931,Traffic,Street/Sidewalk,1,2
932,Noise,Street/Sidewalk,6,7
933,Safety,Street/Sidewalk,7,8
934,Other,Store/Commercial,3,4
935,Other,Store/Commercial,3,4
936,Traffic,Store/Commercial,1,2
937,Other,Store/Commercial,3,4
938,Other,Store/Commercial,3,4
939,Traffic,Street/Sidewalk,1,2
941,Traffic,Street/Sidewalk,1,2
943,Traffic,Street/Sidewalk,1,2
944,Noise,Street/Sidewalk,6,7
945,Personal Issue,Taxi,0,1
946,Traffic,Street/Sidewalk,1,2
947,Noise,Street/Sidewalk,6,7
949,Personal Issue,Store/Commercial,3,4
950,Noise,Residential Building/House,5,6
951,Noise,Street/Sidewalk,6,7
952,Commercial,Store/Commercial,3,4
953,Commercial,Store/Commercial,3,4
954,Commercial,Store/Commercial,3,4
955,Commercial,Store/Commercial,3,4
956,Traffic,Street/Sidewalk,1,2
958,Traffic,Residential Building/House,0,1
959,Noise,Park,3,4
960,Safety,Street/Sidewalk,7,8
961,Traffic,Street/Sidewalk,1,2
962,Traffic,Street/Sidewalk,1,2
963,Traffic,Street/Sidewalk,1,2
964,Safety,Street/Sidewalk,7,8
965,Traffic,Street/Sidewalk,1,2
966,Noise,Street/Sidewalk,6,7
967,Noise,Street/Sidewalk,6,7
968,Noise,Street/Sidewalk,6,7
969,Other,Street/Sidewalk,1,2
970,Other,Store/Commercial,3,4
971,Traffic,Street/Sidewalk,1,2
972,Noise,Street/Sidewalk,6,7
973,Trash/Pollution,Street/Sidewalk,2,3
974,Traffic,Street/Sidewalk,1,2
975,Traffic,Street/Sidewalk,1,2
976,Trash/Pollution,Street/Sidewalk,2,3
977,Traffic,Street/Sidewalk,1,2
978,Personal Issue,Store/Commercial,3,4
979,Traffic,Street/Sidewalk,1,2
980,Traffic,Street/Sidewalk,1,2
981,Commercial,Store/Commercial,3,4
983,Commercial,Taxi,0,1
984,Traffic,Street/Sidewalk,1,2
985,Traffic,Street/Sidewalk,1,2
986,Traffic,Street/Sidewalk,1,2
987,Traffic,Street/Sidewalk,1,2
988,Safety,Street/Sidewalk,7,8
989,Traffic,Street/Sidewalk,1,2
990,Traffic,Street/Sidewalk,1,2
991,Noise,Street/Sidewalk,6,7
992,Safety,Street/Sidewalk,7,8
993,Noise,Street/Sidewalk,6,7
994,Personal Issue,Taxi,0,1
995,Noise,Residential Building/House,5,6
996,Personal Issue,Street/Sidewalk,1,2
997,Traffic,Street/Sidewalk,1,2
998,Traffic,Street/Sidewalk,1,2
999,Noise,Street/Sidewalk,6,7
1000,Traffic,Street/Sidewalk,1,2
1001,Traffic,Residential Building/House,0,1
1002,Other,Store/Commercial,3,4
1003,Commercial,Street/Sidewalk,1,2
1004,Commercial,Park,0,1
1005,Noise,Street/Sidewalk,6,7
1006,Commercial,Street/Sidewalk,1,2
1008,Personal Issue,Store/Commercial,3,4
1009,Noise,Street/Sidewalk,6,7
1010,Noise,Street/Sidewalk,6,7
1011,Safety,Residential Building/House,0,1
1012,Safety,Street/Sidewalk,7,8
1013,Noise,Street/Sidewalk,6,7
1015,Other,Taxi,0,1
1018,Safety,Street/Sidewalk,7,8
1019,Noise,Store/Commercial,3,4
1020,Noise,Street/Sidewalk,6,7
1021,Traffic,Residential Building/House,0,1
1022,Traffic,Street/Sidewalk,1,2
1023,Other,Street/Sidewalk,1,2
1024,Safety,Park,7,8
1025,Noise,Store/Commercial,3,4
1026,Traffic,Street/Sidewalk,1,2
1027,Safety,Street/Sidewalk,7,8
1028,Noise,Residential Building/House,5,6
1029,Noise,Residential Building/House,5,6
1030,Traffic,Street/Sidewalk,1,2
1031,Noise,Residential Building/House,5,6
1032,Other,Street/Sidewalk,1,2
1033,Noise,Street/Sidewalk,6,7
1034,Other,Residential Building/House,0,1
1035,Traffic,Street/Sidewalk,1,2
1036,Traffic,Street/Sidewalk,1,2
1037,Noise,Street/Sidewalk,6,7
1038,Noise,Residential Building/House,5,6
1039,Noise,Street/Sidewalk,6,7
1040,Noise,Street/Sidewalk,6,7
1041,Trash/Pollution,Street/Sidewalk,2,3
1042,Traffic,Street/Sidewalk,1,2
1043,Personal Issue,Street/Sidewalk,1,2
1044,Noise,Residential Building/House,5,6
1045,Noise,Residential Building/House,5,6
1046,Traffic,Street/Sidewalk,1,2
1047,House,Residential Building/House,0,1
1048,House,Residential Building/House,0,1
1049,House,Residential Building/House,0,1
1050,Noise,Street/Sidewalk,6,7
1051,Noise,Street/Sidewalk,6,7
1052,Noise,Street/Sidewalk,6,7
1053,House,Residential Building/House,0,1
1054,House,Residential Building/House,0,1
1055,House,Residential Building/House,0,1
1056,House,Residential Building/House,0,1
1057,House,Residential Building/House,0,1
1058,Traffic,Street/Sidewalk,1,2
1059,Traffic,Street/Sidewalk,1,2
1060,Traffic,Street/Sidewalk,1,2
1061,Noise,Residential Building/House,5,6
1062,Traffic,Store/Commercial,1,2
1063,House,Residential Building/House,0,1
1064,Noise,Street/Sidewalk,6,7
1065,Noise,Street/Sidewalk,6,7
1066,Traffic,Street/Sidewalk,1,2
1068,Noise,Street/Sidewalk,6,7
1069,Traffic,Street/Sidewalk,1,2
1070,Noise,Street/Sidewalk,6,7
1071,Noise,Residential Building/House,5,6
1072,Traffic,Street/Sidewalk,1,2
1073,Noise,Residential Building/House,5,6
1074,Noise,Street/Sidewalk,6,7
1075,Traffic,Street/Sidewalk,1,2
1076,Noise,Street/Sidewalk,6,7
1077,Noise,Street/Sidewalk,6,7
1078,Traffic,Street/Sidewalk,1,2
1079,Traffic,Street/Sidewalk,1,2
1080,Noise,Residential Building/House,5,6
1081,Other,Residential Building/House,0,1
1082,Traffic,Street/Sidewalk,1,2
1083,Traffic,Street/Sidewalk,1,2
1084,Safety,Street/Sidewalk,7,8
1085,Noise,Street/Sidewalk,6,7
1086,Noise,Street/Sidewalk,6,7
1087,Noise,Store/Commercial,3,4
1088,Traffic,Street/Sidewalk,1,2
1089,Noise,Residential Building/House,5,6
1090,Commercial,Park,0,1
1091,Traffic,Street/Sidewalk,1,2
1092,Energy,Residential Building/House,0,1
1093,House,Residential Building/House,0,1
1094,Safety,Street/Sidewalk,7,8
1095,Safety,Street/Sidewalk,7,8
1096,Traffic,Street/Sidewalk,1,2
1097,House,Residential Building/House,0,1
1098,Traffic,Street/Sidewalk,1,2
1099,Traffic,Street/Sidewalk,1,2
1100,Traffic,Residential Building/House,0,1
1101,Traffic,Street/Sidewalk,1,2
1102,Traffic,Street/Sidewalk,1,2
1103,Noise,Residential Building/House,5,6
1104,Traffic,Street/Sidewalk,1,2
1105,Traffic,Street/Sidewalk,1,2
1106,Traffic,Street/Sidewalk,1,2
1107,Noise,Street/Sidewalk,6,7
1108,Traffic,Street/Sidewalk,1,2
1109,Traffic,Street/Sidewalk,1,2
1110,Traffic,Street/Sidewalk,1,2
1111,Traffic,Street/Sidewalk,1,2
1112,Traffic,Street/Sidewalk,1,2
1113,Traffic,Street/Sidewalk,1,2
1114,Traffic,Street/Sidewalk,1,2
1115,Other,Residential Building/House,0,1
1116,Noise,Street/Sidewalk,6,7
1117,Noise,Store/Commercial,3,4
1118,Safety,Street/Sidewalk,7,8
1119,Other,Residential Building/House,0,1
1120,Noise,Park,3,4
1121,Traffic,Street/Sidewalk,1,2
1122,Traffic,Street/Sidewalk,1,2
1123,Other,Street/Sidewalk,1,2
1124,Noise,Street/Sidewalk,6,7
1125,Noise,Store/Commercial,3,4
1126,Noise,Street/Sidewalk,6,7
1127,Safety,Street/Sidewalk,7,8
1128,Traffic,Street/Sidewalk,1,2
1129,Traffic,Street/Sidewalk,1,2
1133,Traffic,Street/Sidewalk,1,2
1134,Noise,Street/Sidewalk,6,7
1136,Noise,Street/Sidewalk,6,7
1137,Noise,Street/Sidewalk,6,7
1138,Noise,Residential Building/House,5,6
1139,Noise,Residential Building/House,5,6
1140,Noise,Street/Sidewalk,6,7
1141,Safety,Street/Sidewalk,7,8
1142,Noise,Street/Sidewalk,6,7
1143,Traffic,Street/Sidewalk,1,2
1144,Traffic,Residential Building/House,0,1
1145,Traffic,Street/Sidewalk,1,2
1146,Energy,Street/Sidewalk,1,2
1147,Noise,Street/Sidewalk,6,7
1148,Noise,Residential Building/House,5,6
1149,Traffic,Street/Sidewalk,1,2
1150,Noise,Residential Building/House,5,6
1151,Other,Store/Commercial,3,4
1152,Traffic,Residential Building/House,0,1
1153,Traffic,Residential Building/House,0,1
1154,Traffic,Residential Building/House,0,1
1155,Noise,Residential Building/House,5,6
1156,Noise,Street/Sidewalk,6,7
1157,Noise,Street/Sidewalk,6,7
1158,Noise,Street/Sidewalk,6,7
1159,Noise,Street/Sidewalk,6,7
1160,Noise,Street/Sidewalk,6,7
1161,Noise,Street/Sidewalk,6,7
1162,Traffic,Street/Sidewalk,1,2
1163,Traffic,Street/Sidewalk,1,2
1164,Traffic,Residential Building/House,0,1
1165,Traffic,Street/Sidewalk,1,2
1166,Noise,Street/Sidewalk,6,7
1167,Noise,Street/Sidewalk,6,7
1168,Commercial,Street/Sidewalk,1,2
1169,Noise,Street/Sidewalk,6,7
1170,Traffic,Street/Sidewalk,1,2
1171,Noise,Street/Sidewalk,6,7
1172,Noise,Residential Building/House,5,6
1174,Traffic,Street/Sidewalk,1,2
1175,Noise,Street/Sidewalk,6,7
1176,Noise,Street/Sidewalk,6,7
1177,Noise,Street/Sidewalk,6,7
1178,Traffic,Residential Building/House,0,1
1180,Safety,Street/Sidewalk,7,8
1181,Animals,Park,4,5
1182,Traffic,Residential Building/House,0,1
1183,Safety,Park,7,8
1184,Animals,Park,4,5
1185,Noise,Store/Commercial,3,4
1186,Traffic,Street/Sidewalk,1,2
1187,Noise,Street/Sidewalk,6,7
1188,Noise,Store/Commercial,3,4
1189,Noise,Residential Building/House,5,6
1190,Noise,Street/Sidewalk,6,7
1192,Traffic,Store/Commercial,1,2
1193,Noise,Street/Sidewalk,6,7
1194,Noise,Street/Sidewalk,6,7
1195,Noise,Street/Sidewalk,6,7
1196,Commercial,Street/Sidewalk,1,2
1197,Traffic,Residential Building/House,0,1
1198,Noise,Street/Sidewalk,6,7
1199,Noise,Street/Sidewalk,6,7
1201,Noise,Street/Sidewalk,6,7
1202,Traffic,Residential Building/House,0,1
1203,Noise,Street/Sidewalk,6,7
1204,Traffic,Residential Building/House,0,1
1205,Traffic,Store/Commercial,1,2
1206,Noise,Street/Sidewalk,6,7
1207,Traffic,Street/Sidewalk,1,2
1208,Noise,Street/Sidewalk,6,7
1209,Other,Store/Commercial,3,4
1210,Noise,Residential Building/House,5,6
1211,Noise,Street/Sidewalk,6,7
1212,Noise,Street/Sidewalk,6,7
1213,Traffic,Street/Sidewalk,1,2
1214,Personal Issue,Street/Sidewalk,1,2
1215,Safety,Street/Sidewalk,7,8
1216,Noise,Street/Sidewalk,6,7
1217,Noise,Street/Sidewalk,6,7
1218,Noise,Street/Sidewalk,6,7
1219,Noise,Street/Sidewalk,6,7
1220,Noise,Street/Sidewalk,6,7
1221,Noise,Street/Sidewalk,6,7
1223,Noise,Street/Sidewalk,6,7
1224,Noise,Store/Commercial,3,4
1225,Noise,Street/Sidewalk,6,7
1226,Noise,Street/Sidewalk,6,7
1228,Noise,Street/Sidewalk,6,7
1229,Traffic,Street/Sidewalk,1,2
1230,Noise,Street/Sidewalk,6,7
1231,Noise,Street/Sidewalk,6,7
1232,Safety,Park,7,8
1233,Animals,Park,4,5
1235,Noise,Residential Building/House,5,6
1236,Noise,Street/Sidewalk,6,7
1237,Noise,Street/Sidewalk,6,7
1238,Noise,Street/Sidewalk,6,7
1239,Noise,Residential Building/House,5,6
1240,Noise,Street/Sidewalk,6,7
1241,Traffic,Street/Sidewalk,1,2
1242,Traffic,Street/Sidewalk,1,2
1243,Safety,Street/Sidewalk,7,8
1244,Other,Street/Sidewalk,1,2
1245,Traffic,Street/Sidewalk,1,2
1246,Noise,Residential Building/House,5,6
1247,Noise,Street/Sidewalk,6,7
1248,Noise,Street/Sidewalk,6,7
1249,Traffic,Street/Sidewalk,1,2
1250,Traffic,Street/Sidewalk,1,2
1251,Noise,Street/Sidewalk,6,7
1252,Other,Street/Sidewalk,1,2
1253,Traffic,Street/Sidewalk,1,2
1254,Traffic,Residential Building/House,0,1
1255,Noise,Street/Sidewalk,6,7
1256,Noise,Store/Commercial,3,4
1257,Traffic,Street/Sidewalk,1,2
1258,Noise,Street/Sidewalk,6,7
1259,Noise,Street/Sidewalk,6,7
1260,Noise,Residential Building/House,5,6
1261,Noise,Residential Building/House,5,6
1262,Noise,Residential Building/House,5,6
1263,Noise,Residential Building/House,5,6
1264,Noise,Store/Commercial,3,4
1265,Noise,Store/Commercial,3,4
1266,Noise,Store/Commercial,3,4
1267,Noise,Street/Sidewalk,6,7
1268,Traffic,Street/Sidewalk,1,2
1269,Noise,Store/Commercial,3,4
1270,Noise,Street/Sidewalk,6,7
1272,Traffic,Street/Sidewalk,1,2
1273,Energy,Street/Sidewalk,1,2
1274,Noise,Street/Sidewalk,6,7
1275,Noise,Street/Sidewalk,6,7
1276,Noise,Street/Sidewalk,6,7
1277,Noise,Street/Sidewalk,6,7
1278,Noise,Residential Building/House,5,6
1279,Noise,Street/Sidewalk,6,7
1280,Personal Issue,Street/Sidewalk,1,2
1281,Personal Issue,Street/Sidewalk,1,2
1282,Noise,Store/Commercial,3,4
1283,Noise,Store/Commercial,3,4
1284,Noise,Residential Building/House,5,6
1285,Noise,Street/Sidewalk,6,7
1286,Traffic,Street/Sidewalk,1,2
1287,Noise,Street/Sidewalk,6,7
1288,Noise,Street/Sidewalk,6,7
1289,Traffic,Residential Building/House,0,1
1290,Noise,Residential Building/House,5,6
1291,Noise,Street/Sidewalk,6,7
1292,Noise,Residential Building/House,5,6
1293,Noise,Street/Sidewalk,6,7
1294,Noise,Street/Sidewalk,6,7
1295,Noise,Street/Sidewalk,6,7
1296,Energy,Street/Sidewalk,1,2
1297,Noise,Street/Sidewalk,6,7
1298,Noise,Store/Commercial,3,4
1299,Noise,Store/Commercial,3,4
1300,Noise,Store/Commercial,3,4
1301,Noise,Store/Commercial,3,4
1302,Noise,Street/Sidewalk,6,7
1303,Noise,Street/Sidewalk,6,7
1304,Noise,Street/Sidewalk,6,7
1305,Traffic,Street/Sidewalk,1,2
1308,Noise,Street/Sidewalk,6,7
1309,Noise,Street/Sidewalk,6,7
1310,Traffic,Street/Sidewalk,1,2
1311,Noise,Street/Sidewalk,6,7
1312,Noise,Street/Sidewalk,6,7
1313,Noise,Residential Building/House,5,6
1314,Noise,Street/Sidewalk,6,7
1315,Noise,Street/Sidewalk,6,7
1316,Noise,Residential Building/House,5,6
1317,Noise,Store/Commercial,3,4
1318,Noise,Street/Sidewalk,6,7
1319,Noise,Residential Building/House,5,6
1320,Noise,Street/Sidewalk,6,7
1321,Noise,Store/Commercial,3,4
1322,Noise,Street/Sidewalk,6,7
1323,Other,Street/Sidewalk,1,2
1324,Noise,Residential Building/House,5,6
1325,Other,Residential Building/House,0,1
1326,Personal Issue,Street/Sidewalk,1,2
1327,Noise,Park,3,4
1328,Noise,Street/Sidewalk,6,7
1329,Other,Residential Building/House,0,1
1330,Noise,Park,3,4
1331,Noise,Residential Building/House,5,6
1332,Noise,Residential Building/House,5,6
1333,Noise,Residential Building/House,5,6
1334,Noise,Street/Sidewalk,6,7
1335,Energy,Street/Sidewalk,1,2
1336,Noise,Street/Sidewalk,6,7
1337,Traffic,Street/Sidewalk,1,2
1338,Energy,Street/Sidewalk,1,2
1339,Noise,Street/Sidewalk,6,7
1340,Noise,Residential Building/House,5,6
1341,Noise,Street/Sidewalk,6,7
1342,Noise,Street/Sidewalk,6,7
1344,Traffic,Residential Building/House,0,1
1345,Noise,Store/Commercial,3,4
1346,Noise,Residential Building/House,5,6
1347,Traffic,Street/Sidewalk,1,2
1348,Noise,Residential Building/House,5,6
1349,Noise,Residential Building/House,5,6
1350,Noise,Street/Sidewalk,6,7
1351,Noise,Residential Building/House,5,6
1352,Noise,Street/Sidewalk,6,7
1353,Noise,Residential Building/House,5,6
1354,Other,Residential Building/House,0,1
1355,Noise,Residential Building/House,5,6
1356,Traffic,Residential Building/House,0,1
1357,Noise,Street/Sidewalk,6,7
1358,Noise,Street/Sidewalk,6,7
1360,Noise,Street/Sidewalk,6,7
1361,Noise,Residential Building/House,5,6
1362,Noise,Street/Sidewalk,6,7
1363,Noise,Street/Sidewalk,6,7
1364,Traffic,Residential Building/House,0,1
1365,Noise,Street/Sidewalk,6,7
1366,Noise,Residential Building/House,5,6
1367,Other,Residential Building/House,0,1
1368,Noise,Store/Commercial,3,4
1369,Noise,Store/Commercial,3,4
1370,Noise,Residential Building/House,5,6
1371,Noise,Store/Commercial,3,4
1372,Noise,Store/Commercial,3,4
1373,Traffic,Street/Sidewalk,1,2
1374,Noise,Street/Sidewalk,6,7
1375,Noise,Street/Sidewalk,6,7
1376,Noise,Street/Sidewalk,6,7
1377,Noise,Street/Sidewalk,6,7
1383,Noise,Street/Sidewalk,6,7
1384,Noise,Store/Commercial,3,4
1385,Noise,Street/Sidewalk,6,7
1386,Noise,Street/Sidewalk,6,7
1387,Noise,Street/Sidewalk,6,7
1388,Traffic,Street/Sidewalk,1,2
1389,Traffic,Residential Building/House,0,1
1390,Noise,Residential Building/House,5,6
1391,Noise,Street/Sidewalk,6,7
1392,Traffic,Store/Commercial,1,2
1393,Noise,Street/Sidewalk,6,7
1394,Noise,Residential Building/House,5,6
1395,Noise,Street/Sidewalk,6,7
1396,Noise,Store/Commercial,3,4
1397,Noise,Street/Sidewalk,6,7
1398,Traffic,Residential Building/House,0,1
1399,Noise,Residential Building/House,5,6
1400,Noise,Street/Sidewalk,6,7
1401,Noise,Street/Sidewalk,6,7
1402,Noise,Street/Sidewalk,6,7
1403,Noise,Store/Commercial,3,4
1404,Noise,Street/Sidewalk,6,7
1405,Personal Issue,Street/Sidewalk,1,2
1406,Noise,Store/Commercial,3,4
1407,Noise,Street/Sidewalk,6,7
1408,Safety,Street/Sidewalk,7,8
1409,Noise,Street/Sidewalk,6,7
1410,Noise,Store/Commercial,3,4
1411,Noise,Street/Sidewalk,6,7
1412,Noise,Street/Sidewalk,6,7
1413,Noise,Street/Sidewalk,6,7
1414,Noise,Store/Commercial,3,4
1416,Noise,Residential Building/House,5,6
1417,Noise,Residential Building/House,5,6
1418,Noise,Residential Building/House,5,6
1419,Noise,Residential Building/House,5,6
1420,Traffic,Street/Sidewalk,1,2
1421,Noise,Store/Commercial,3,4
1422,Noise,Store/Commercial,3,4
1423,Noise,Street/Sidewalk,6,7
1424,Noise,Street/Sidewalk,6,7
1425,Noise,Street/Sidewalk,6,7
1426,Noise,Street/Sidewalk,6,7
1427,Noise,Residential Building/House,5,6
1428,Noise,Street/Sidewalk,6,7
1429,Noise,Street/Sidewalk,6,7
1430,Noise,Store/Commercial,3,4
1431,Traffic,Street/Sidewalk,1,2
1432,Traffic,Residential Building/House,0,1
1433,Noise,Residential Building/House,5,6
1434,Traffic,Residential Building/House,0,1
1435,Traffic,Residential Building/House,0,1
1436,Noise,Store/Commercial,3,4
1437,Noise,Street/Sidewalk,6,7
1438,Noise,Residential Building/House,5,6
1439,Noise,Street/Sidewalk,6,7
1440,Noise,Residential Building/House,5,6
1441,Noise,Street/Sidewalk,6,7
1442,Personal Issue,Street/Sidewalk,1,2
1443,Noise,Street/Sidewalk,6,7
1444,Noise,Street/Sidewalk,6,7
1445,Noise,Residential Building/House,5,6
1446,Traffic,Residential Building/House,0,1
1447,Noise,Residential Building/House,5,6
1448,Noise,Street/Sidewalk,6,7
1449,Traffic,Residential Building/House,0,1
1450,Noise,Residential Building/House,5,6
1451,Noise,Street/Sidewalk,6,7
1452,Noise,Store/Commercial,3,4
1453,Noise,Street/Sidewalk,6,7
1454,Noise,Street/Sidewalk,6,7
1455,Noise,Street/Sidewalk,6,7
1456,Noise,Street/Sidewalk,6,7
1457,Noise,Residential Building/House,5,6
1458,Noise,Street/Sidewalk,6,7
1459,Noise,Residential Building/House,5,6
1460,Noise,Residential Building/House,5,6
1461,Noise,Residential Building/House,5,6
1462,House,Street/Sidewalk,0,1
1463,Noise,Street/Sidewalk,6,7
1464,Noise,Store/Commercial,3,4
1465,Noise,Street/Sidewalk,6,7
1466,Noise,Street/Sidewalk,6,7
1467,Traffic,Street/Sidewalk,1,2
1468,Noise,Street/Sidewalk,6,7
1469,Noise,Street/Sidewalk,6,7
1470,Traffic,Residential Building/House,0,1
1471,Traffic,Street/Sidewalk,1,2
1472,Traffic,Street/Sidewalk,1,2
1473,Traffic,Street/Sidewalk,1,2
1474,Traffic,Street/Sidewalk,1,2
1475,Noise,Street/Sidewalk,6,7
1476,Energy,Street/Sidewalk,1,2
1477,Noise,Street/Sidewalk,6,7
1478,Noise,Street/Sidewalk,6,7
1479,Noise,Residential Building/House,5,6
1480,Traffic,Residential Building/House,0,1
1481,Noise,Street/Sidewalk,6,7
1482,Safety,Street/Sidewalk,7,8
1483,Noise,Store/Commercial,3,4
1484,Noise,Residential Building/House,5,6
1485,House,Street/Sidewalk,0,1
1486,Noise,Residential Building/House,5,6
1487,Noise,Street/Sidewalk,6,7
1488,Noise,Street/Sidewalk,6,7
1489,Noise,Street/Sidewalk,6,7
1490,Noise,Store/Commercial,3,4
1491,Noise,Street/Sidewalk,6,7
1492,Noise,Street/Sidewalk,6,7
1493,Noise,Street/Sidewalk,6,7
1494,Noise,Street/Sidewalk,6,7
1495,Noise,Street/Sidewalk,6,7
1496,Noise,Residential Building/House,5,6
1497,Noise,Street/Sidewalk,6,7
1498,Noise,Street/Sidewalk,6,7
1499,Noise,Street/Sidewalk,6,7
1500,Noise,Street/Sidewalk,6,7
1501,Noise,Residential Building/House,5,6
1502,Noise,Residential Building/House,5,6
1503,Noise,Residential Building/House,5,6
1504,Noise,Residential Building/House,5,6
1505,Noise,Residential Building/House,5,6
1506,Safety,Street/Sidewalk,7,8
1507,Traffic,Street/Sidewalk,1,2
1508,Noise,Street/Sidewalk,6,7
1509,Noise,Street/Sidewalk,6,7
1510,Noise,Store/Commercial,3,4
1511,Traffic,Street/Sidewalk,1,2
1512,Noise,Street/Sidewalk,6,7
